problem_id,similar_problem_id,similarity_score,rank,domain,subtopic,difficulty,difficulty_label,similar_domain,similar_subtopic,similar_difficulty,similar_difficulty_label,same_domain,same_difficulty
MATHNET-0bn3,MATHNET-09hf,0.8419864708497691,5,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0bn3,MATHNET-07r9,0.841242370110228,6,Geometry,Plane Geometry,3,Medium,Algebra,Algebraic Expressions | Intermediate Algebra | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-0bn3,MATHNET-0hfw,0.8358555545670332,7,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,2,Easy,True,False
MATHNET-0bn3,MATHNET-0ibi,0.8285504989657234,8,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0bn3,MATHNET-0aus,0.8243447903165934,9,Geometry,Plane Geometry,3,Medium,Geometry,Plane Geometry,3,Medium,True,True
MATHNET-0bn3,MATHNET-064u,0.8240512086427619,10,Geometry,Plane Geometry,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,False,True
MATHNET-0i5w,MATHNET-0103,0.8702355580798485,1,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra | Number Theory,Diophantine Equations | Equations and Inequalities,3,Medium,False,True
MATHNET-0i5w,MATHNET-0fad,0.8263719105883915,2,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0i5w,MATHNET-06nl,0.774597781189824,3,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Equations and Inequalities | Prealgebra / Basic Algebra,4,Hard,False,False
MATHNET-0i5w,MATHNET-0aae,0.7522046939214374,4,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,4,Hard,False,False
MATHNET-0i5w,MATHNET-0d0r,0.7415066716166998,5,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra,Equations and Inequalities,4,Hard,False,False
MATHNET-0i5w,MATHNET-071d,0.7348629179253576,6,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,False,True
MATHNET-0i5w,MATHNET-07j1,0.7280468525864187,7,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Discrete Mathematics,Combinatorics,4,Hard,False,False
MATHNET-0i5w,MATHNET-0jv5,0.7254074267542973,8,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,False,True
MATHNET-0i5w,MATHNET-06i3,0.7099756868182117,9,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Intermediate Algebra,4,Hard,False,False
MATHNET-0i5w,MATHNET-01kt,0.7084923138447662,10,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,4,Hard,False,False
MATHNET-0b1j,MATHNET-0j2y,0.9467635012441322,1,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0b1j,MATHNET-0ia7,0.9071078739573312,2,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0b1j,MATHNET-0em4,0.8618871447903641,3,Algebra,Algebraic Expressions,2,Easy,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,2,Easy,False,True
MATHNET-0b1j,MATHNET-0axv,0.8456992019896618,4,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0b1j,MATHNET-043v,0.8400810072646094,5,Algebra,Algebraic Expressions,2,Easy,Algebra,Equations and Inequalities | Intermediate Algebra,2,Easy,True,True
MATHNET-0b1j,MATHNET-08x7,0.8332385107983462,6,Algebra,Algebraic Expressions,2,Easy,Algebra,Algebraic Expressions,2,Easy,True,True
MATHNET-0b1j,MATHNET-0jjl,0.8269391273829703,7,Algebra,Algebraic Expressions,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0b1j,MATHNET-0jht,0.8204284583538071,8,Algebra,Algebraic Expressions,2,Easy,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,2,Easy,False,True
MATHNET-0b1j,MATHNET-0kq5,0.7908001921073693,9,Algebra,Algebraic Expressions,2,Easy,Geometry,Plane Geometry,2,Easy,False,True
MATHNET-0b1j,MATHNET-0kt8,0.7866100376959868,10,Algebra,Algebraic Expressions,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,False,True
MATHNET-0479,MATHNET-045v,0.8873085139106441,1,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Algebra | Geometry,Algebraic Expressions | Intermediate Algebra | Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-020e,0.8616179420498774,2,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-0h61,0.8594728548457036,3,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-077p,0.8503437672364114,4,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Discrete Mathematics | Number Theory,Algebraic Number Theory | Combinatorics | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-0479,MATHNET-0inh,0.8478340023020847,5,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,5,Very Hard,False,True
MATHNET-0479,MATHNET-06xj,0.8458720199511888,6,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Algebra | Discrete Mathematics | Geometry,Algebraic Expressions | Combinatorics | Equations and Inequalities | Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-00hy,0.8375884876938012,7,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-090m,0.8374591045023975,8,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-04ru,0.8313461296756667,9,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0479,MATHNET-0dps,0.8309356957399612,10,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,5,Very Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,5,Very Hard,False,True
MATHNET-017j,MATHNET-0lbc,0.7667496863265378,1,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,4,Hard,False,False
MATHNET-017j,MATHNET-08im,0.7599027904205004,2,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra,Equations and Inequalities | Intermediate Algebra,3,Medium,False,True
MATHNET-017j,MATHNET-0d0r,0.7548874082647293,3,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra,Equations and Inequalities,4,Hard,False,False
MATHNET-017j,MATHNET-0cey,0.7496189097349236,4,Geometry,Plane Geometry | Solid Geometry,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,False,True
MATHNET-017j,MATHNET-0dfz,0.740722585100755,5,Geometry,Plane Geometry | Solid Geometry,3,Medium,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,False,True
MATHNET-017j,MATHNET-0a7h,0.7299742710058809,6,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra,Algebraic Expressions,4,Hard,False,False
MATHNET-017j,MATHNET-06bz,0.7276154701777872,7,Geometry,Plane Geometry | Solid Geometry,3,Medium,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,4,Hard,False,False
MATHNET-017j,MATHNET-00f0,0.7110933911988888,8,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,4,Hard,False,False
MATHNET-017j,MATHNET-0ag8,0.7058335115189547,9,Geometry,Plane Geometry | Solid Geometry,3,Medium,Algebra,Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-017j,MATHNET-0e73,0.7042867907922398,10,Geometry,Plane Geometry | Solid Geometry,3,Medium,Discrete Mathematics,Combinatorics,4,Hard,False,False
MATHNET-08kn,MATHNET-07mb,0.859994345408712,1,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,4,Hard,False,True
MATHNET-08kn,MATHNET-049z,0.8342344987032451,2,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Algebra,Equations and Inequalities | Intermediate Algebra,4,Hard,False,True
MATHNET-08kn,MATHNET-0f8b,0.8000984423440833,3,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Geometry,Plane Geometry,4,Hard,False,True
MATHNET-08kn,MATHNET-01bj,0.7812494772441301,4,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,True
MATHNET-08kn,MATHNET-0gdx,0.7789631992630229,5,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Algebra | Number Theory,Divisibility / Factorization | Equations and Inequalities,4,Hard,False,True
MATHNET-08kn,MATHNET-0500,0.7770508767129071,6,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Discrete Mathematics,Combinatorics,4,Hard,False,True
MATHNET-08kn,MATHNET-0akb,0.7747559043670237,7,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Algebra | Geometry,Algebraic Expressions | Plane Geometry,4,Hard,False,True
MATHNET-08kn,MATHNET-01bf,0.7719627636510686,8,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Discrete Mathematics,Combinatorics,4,Hard,False,True
MATHNET-08kn,MATHNET-0759,0.7672139244328562,9,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,True
MATHNET-08kn,MATHNET-0eak,0.7642040120730396,10,Number Theory,Divisibility / Factorization | Modular Arithmetic | Residues and Primitive Roots,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,False,True
MATHNET-0c8t,MATHNET-07n4,0.7559700956624427,1,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Algebra | Geometry,Intermediate Algebra | Plane Geometry,3,Medium,False,True
MATHNET-0c8t,MATHNET-08of,0.748596722386844,2,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Number Theory,Divisibility / Factorization | Other,3,Medium,False,True
MATHNET-0c8t,MATHNET-08io,0.7479318479623476,3,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0c8t,MATHNET-0cgo,0.7439576392797208,4,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Algebra,Abstract Algebra,3,Medium,False,True
MATHNET-0c8t,MATHNET-0b7y,0.736941710792353,5,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Algebra,Linear Algebra,3,Medium,False,True
MATHNET-0c8t,MATHNET-0a95,0.7358584532992307,6,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,3,Medium,False,True
MATHNET-0c8t,MATHNET-03us,0.7328071880278444,7,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-0c8t,MATHNET-00qi,0.7295749054826198,8,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0c8t,MATHNET-00l0,0.7221823634456,9,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0c8t,MATHNET-00g4,0.7188139781633512,10,Discrete Mathematics,Combinatorics | Graph Theory,3,Medium,Algebra,Algebraic Expressions | Equations and Inequalities,3,Medium,False,True
MATHNET-01oe,MATHNET-0k0z,0.7164891349509743,1,Discrete Mathematics,Combinatorics,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,False,True
MATHNET-01oe,MATHNET-0e5q,0.7116081021323102,2,Discrete Mathematics,Combinatorics,3,Medium,Algebra,Algebraic Expressions,3,Medium,False,True
MATHNET-01oe,MATHNET-04p0,0.7107280299138414,3,Discrete Mathematics,Combinatorics,3,Medium,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-01oe,MATHNET-0cey,0.6835270215118767,4,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-01oe,MATHNET-0jv5,0.6716746959851934,5,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-01oe,MATHNET-07l2,0.6633985458569684,6,Discrete Mathematics,Combinatorics,3,Medium,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Other | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-01oe,MATHNET-0hak,0.6461098975547722,7,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-01oe,MATHNET-0dtj,0.6408041509099267,8,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,3,Medium,False,True
MATHNET-01oe,MATHNET-08im,0.6403507646373415,9,Discrete Mathematics,Combinatorics,3,Medium,Algebra,Equations and Inequalities | Intermediate Algebra,3,Medium,False,True
MATHNET-01oe,MATHNET-08py,0.6348645860115882,10,Discrete Mathematics,Combinatorics,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-00p6,MATHNET-0hc1,0.9754610933906672,1,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Number Theory,Modular Arithmetic,3,Medium,True,True
MATHNET-00p6,MATHNET-03zv,0.9174685116937484,2,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,3,Medium,False,True
MATHNET-00p6,MATHNET-0j50,0.8757076423658888,3,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra | Geometry,Equations and Inequalities | Plane Geometry,3,Medium,False,True
MATHNET-00p6,MATHNET-00nu,0.8692829151985838,4,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,3,Medium,False,True
MATHNET-00p6,MATHNET-0kpx,0.8410755038646396,5,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra,Algebraic Expressions | Intermediate Algebra,2,Easy,False,False
MATHNET-00p6,MATHNET-03di,0.8378507170781644,6,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,3,Medium,False,True
MATHNET-00p6,MATHNET-0l0n,0.8277874699871436,7,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,3,Medium,False,True
MATHNET-00p6,MATHNET-0hhz,0.8262607045010677,8,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,2,Easy,False,False
MATHNET-00p6,MATHNET-0ibu,0.8250630857875322,9,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,2,Easy,True,False
MATHNET-00p6,MATHNET-064u,0.8132994821245013,10,Number Theory,Algebraic Number Theory | Diophantine Equations,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,True,True
MATHNET-077k,MATHNET-05e9,0.927171428299047,1,Algebra,Algebraic Expressions,5,Very Hard,Algebra,Algebraic Expressions,5,Very Hard,True,True
MATHNET-077k,MATHNET-06y2,0.9258429072165226,2,Algebra,Algebraic Expressions,5,Very Hard,Algebra,Algebraic Expressions,5,Very Hard,True,True
MATHNET-077k,MATHNET-090z,0.8908408992492677,3,Algebra,Algebraic Expressions,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-077k,MATHNET-06op,0.8839602181101868,4,Algebra,Algebraic Expressions,5,Very Hard,Algebra | Discrete Mathematics | Geometry,Graph Theory | Linear Algebra | Solid Geometry,5,Very Hard,False,True
MATHNET-077k,MATHNET-03ln,0.8793575055617799,5,Algebra,Algebraic Expressions,5,Very Hard,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,5,Very Hard,False,True
MATHNET-077k,MATHNET-08zz,0.8641503499838372,6,Algebra,Algebraic Expressions,5,Very Hard,Number Theory,Divisibility / Factorization | Modular Arithmetic | Number-Theoretic Functions,5,Very Hard,False,True
MATHNET-077k,MATHNET-06si,0.8551880832115203,7,Algebra,Algebraic Expressions,5,Very Hard,Discrete Mathematics | Geometry | Number Theory,Combinatorics | Modular Arithmetic | Number-Theoretic Functions | Plane Geometry,5,Very Hard,False,True
MATHNET-077k,MATHNET-090m,0.8442445519187284,8,Algebra,Algebraic Expressions,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-077k,MATHNET-06ke,0.8437825266593145,9,Algebra,Algebraic Expressions,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-077k,MATHNET-0bzc,0.8428129229662022,10,Algebra,Algebraic Expressions,5,Very Hard,Geometry,Plane Geometry,5,Very Hard,False,True
MATHNET-0f78,MATHNET-04hy,1.0,1,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-0eyj,1.0,2,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Graph Theory,2,Easy,True,True
MATHNET-0f78,MATHNET-0gme,1.0,3,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-001e,1.0,4,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-04iq,1.0,5,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-0f9f,1.0,6,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,True,True
MATHNET-0f78,MATHNET-0dd1,1.0,7,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-04up,1.0,8,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics,Combinatorics,2,Easy,True,True
MATHNET-0f78,MATHNET-000s,0.9736769618428576,9,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics | Number Theory,Combinatorics | Diophantine Equations,2,Easy,False,True
MATHNET-0f78,MATHNET-009e,0.9736769618428576,10,Discrete Mathematics,Combinatorics | Graph Theory,2,Easy,Discrete Mathematics | Number Theory,Combinatorics | Diophantine Equations | Divisibility / Factorization,2,Easy,False,True
MATHNET-076g,MATHNET-0dzm,0.8263928383088176,1,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0lgk,0.8165178285564313,2,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-06xr,0.7983236896520277,3,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0d0v,0.7938440207559203,4,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0clu,0.7933717770772846,5,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0etj,0.7887378827405361,6,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0cnn,0.7633932547316225,7,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-0gle,0.7601913620781053,8,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-076g,MATHNET-08ew,0.7569260430855903,9,Geometry,Plane Geometry,4,Hard,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,4,Hard,False,True
MATHNET-076g,MATHNET-08n2,0.7408286292456906,10,Geometry,Plane Geometry,4,Hard,Geometry,Plane Geometry,4,Hard,True,True
MATHNET-0hak,MATHNET-0dtj,0.7596838775840907,1,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,3,Medium,False,True
MATHNET-0hak,MATHNET-0e2b,0.7541644119598475,2,Discrete Mathematics,Combinatorics,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-0hak,MATHNET-0bfx,0.737076020430009,3,Discrete Mathematics,Combinatorics,3,Medium,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Other,3,Medium,False,True
MATHNET-0hak,MATHNET-03w8,0.7304415216951878,4,Discrete Mathematics,Combinatorics,3,Medium,Algebra | Number Theory,Diophantine Equations | Intermediate Algebra,3,Medium,False,True
MATHNET-0hak,MATHNET-04k6,0.7194012173855721,5,Discrete Mathematics,Combinatorics,3,Medium,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-0hak,MATHNET-039y,0.7128982811112801,6,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Graph Theory,3,Medium,True,True
MATHNET-0hak,MATHNET-0k0z,0.7067671763731564,7,Discrete Mathematics,Combinatorics,3,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,3,Medium,False,True
MATHNET-0hak,MATHNET-08py,0.7043179593638489,8,Discrete Mathematics,Combinatorics,3,Medium,Algebra,Equations and Inequalities,3,Medium,False,True
MATHNET-0hak,MATHNET-0cey,0.6979473918221094,9,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-0hak,MATHNET-0jv5,0.6877095683340319,10,Discrete Mathematics,Combinatorics,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,True,True
MATHNET-05f6,MATHNET-0h39,0.8769159607390601,1,Number Theory,Divisibility / Factorization,3,Medium,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Other | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-05f6,MATHNET-0g60,0.8714049208852802,2,Number Theory,Divisibility / Factorization,3,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations,3,Medium,False,True
MATHNET-05f6,MATHNET-02ya,0.871310405575941,3,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-05f6,MATHNET-0fvr,0.8572464824793038,4,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-05f6,MATHNET-02zm,0.8563317051830476,5,Number Theory,Divisibility / Factorization,3,Medium,Number Theory,Divisibility / Factorization,3,Medium,True,True
MATHNET-05f6,MATHNET-05qu,0.8493295524520317,6,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-05f6,MATHNET-0dvx,0.8374775907726033,7,Number Theory,Divisibility / Factorization,3,Medium,Algebra | Number Theory,Divisibility / Factorization | Prealgebra / Basic Algebra,3,Medium,False,True
MATHNET-05f6,MATHNET-087s,0.8362344495350337,8,Number Theory,Divisibility / Factorization,3,Medium,Number Theory,Diophantine Equations | Modular Arithmetic,3,Medium,True,True
MATHNET-05f6,MATHNET-090w,0.8312503174780078,9,Number Theory,Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-05f6,MATHNET-0gj4,0.8256888838835537,10,Number Theory,Divisibility / Factorization,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,False,True
MATHNET-00nm,MATHNET-07gp,0.8200288096283112,1,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra | Geometry,Equations and Inequalities | Plane Geometry,3,Medium,False,True
MATHNET-00nm,MATHNET-08nc,0.7742521024009886,2,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-00nm,MATHNET-06fc,0.7593292337089904,3,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,3,Medium,False,True
MATHNET-00nm,MATHNET-0b84,0.7174250088494616,4,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-00nm,MATHNET-0jxp,0.7097892206172818,5,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-00nm,MATHNET-0f9k,0.7016409527678963,6,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,3,Medium,False,True
MATHNET-00nm,MATHNET-0le8,0.693794326793389,7,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra,Algebraic Expressions,4,Hard,False,False
MATHNET-00nm,MATHNET-0553,0.6933583188443437,8,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Discrete Mathematics,Combinatorics,3,Medium,False,True
MATHNET-00nm,MATHNET-0i9p,0.6877548139137465,9,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Algebra,Algebraic Expressions,3,Medium,False,True
MATHNET-00nm,MATHNET-08tg,0.6868577724682611,10,Number Theory,Diophantine Equations | Divisibility / Factorization,3,Medium,Geometry,Plane Geometry,4,Hard,False,False
MATHNET-01bj,MATHNET-0gdx,0.8430883508311589,1,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,Algebra | Number Theory,Divisibility / Factorization | Equations and Inequalities,4,Hard,False,True
MATHNET-01bj,MATHNET-0759,0.8269454798599866,2,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,True,True
MATHNET-01bj,MATHNET-02h7,0.8250905789836008,3,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,4,Hard,Geometry,Plane Geometry | Solid Geometry,4,Hard,False,True
