problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-02lp,Discrete Mathematics | Number Theory,Other,,proof and answer,0.42485395645246943,0.6752136752136753,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,0.972972972972973,0.3477562041918478
MATHNET-04ch,Algebra,Algebraic Expressions,Sequences and Series,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-0j5i,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,τ (number of divisors) | Prime numbers | Factorization techniques,proof and answer,0.43441317047265,0.6383547008547008,0.5292652552926526,0.8366261398176291,0.8757440476190478,0.6919808815719597,0.8461538461538461,0.9459459459459459,0.6339205349106339
MATHNET-09ka,Geometry,Plane Geometry,"Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Miscellaneous > Angle chasing | Circles > Tangents",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-023t,Algebra,Equations and Inequalities | Prealgebra / Basic Algebra,Integers | Simple Equations | Linear and quadratic inequalities,proof and answer,0.4455655868295273,0.576388888888889,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.2653015301530154
MATHNET-0cc6,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof and answer,0.7307488050982476,0.7371794871794872,0.8804483188044833,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.5877587758775881
MATHNET-0am0,Precalculus,Trigonometric functions,,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.5405405405405406,0.028931464575028935
MATHNET-0dd1,Discrete Mathematics,Combinatorics,"Counting two ways | Coloring schemes, extremal arguments",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.039861128970039884
MATHNET-0aw2,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,"Techniques: modulo, size analysis, order analysis, inequalities | Integers | Simple Equations",final answer only,0.1322357939458311,0.1917735042735043,0.5292652552926526,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8783783783783784,0.23000514337148
MATHNET-0le8,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations,proof and answer,0.5215082315454063,0.4551282051282052,0.7540473225404732,0.6109422492401216,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.5166516651665166
MATHNET-06nl,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Equations and Inequalities | Prealgebra / Basic Algebra,Pigeonhole principle | Sequences and Series > Floors and ceilings | Integers | Linear and quadratic inequalities,proof only,0.3871481678173127,0.43589743589743596,0.5292652552926526,0.6109422492401216,0.6845238095238095,0.6016994158258099,1.0,0.9054054054054054,0.5352963867815352
MATHNET-02j5,Algebra,Prealgebra / Basic Algebra,Integers,MCQ,0.12267657992565052,0.09455128205128205,0.0,0.0,0.0,0.7594264471587892,0.0,0.8108108108108109,0.1387102996013887
MATHNET-0gii,Algebra,Algebraic Expressions | Intermediate Algebra,Polynomials > Polynomial operations | Quadratic functions,final answer only,0.09612320764737121,0.17254273504273504,0.0,0.0,0.0,0.1486988847583643,0.3076923076923077,0.8108108108108109,0.08528352835283529
MATHNET-02vo,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Invariants / monovariants",proof and answer,0.8736059479553903,0.8584401709401709,0.0,0.0,0.0,0.9198088157195964,0.8461538461538461,1.0,0.5177124855342677
MATHNET-0apq,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Polynomials > Polynomial operations | Sequences and Series > Sums and products,proof and answer,0.3011152416356877,0.33653846153846156,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.18863314902918862
MATHNET-0gyd,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",proof only,0.21295804567180027,0.24145299145299148,0.6587795765877957,0.0,0.0,0.1486988847583643,1.0,0.8918918918918919,0.2929150057862929
MATHNET-08kq,Geometry,Plane Geometry,Quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof only,0.16516197557089746,0.36111111111111116,0.0,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.22174360293172177
MATHNET-01kt,Geometry,Plane Geometry,"Circles > Tangents | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof only,0.5146043547530536,0.560363247863248,0.7540473225404732,0.6109422492401216,0.552827380952381,0.6919808815719597,1.0,0.8918918918918919,0.6342741416998845
MATHNET-0je9,Number Theory,Diophantine Equations | Divisibility / Factorization | Modular Arithmetic,"Techniques: modulo, size analysis, order analysis, inequalities | Fermat / Euler / Wilson theorems | Prime numbers",proof and answer,0.706850770047796,0.8034188034188033,0.9034869240348692,0.0,0.552827380952381,0.1486988847583643,0.8461538461538461,0.9459459459459459,0.6071107110711071
MATHNET-0c5d,Algebra | Geometry,Linear Algebra | Plane Geometry,Analytic / Coordinate Methods > Vectors | Vectors,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8513513513513513,0.042754275427542746
MATHNET-0dw6,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,σ (sum of divisors) | Factorization techniques,proof and answer,0.16941051513542218,0.13301282051282054,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.14321074964639322
MATHNET-0cey,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Invariants / monovariants",proof and answer,0.2777482740308019,0.36111111111111116,0.34993773349937735,0.6109422492401216,0.6845238095238095,0.1486988847583643,0.8461538461538461,1.0,0.3992542111353994
MATHNET-009e,Discrete Mathematics | Number Theory,Combinatorics | Diophantine Equations | Divisibility / Factorization,"Factorization techniques | Invariants / monovariants | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.972972972972973,0.039218207535039185
MATHNET-03ln,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,Fermat / Euler / Wilson theorems | Greatest common divisors (gcd) | Prime numbers | Sequences and Series > Recurrence relations | Polynomials > Vieta's formulas,proof and answer,0.9224641529474243,0.9417735042735043,0.8804483188044833,0.9224924012158056,0.9903273809523808,0.9320233669676048,0.8461538461538461,0.8783783783783784,0.9276391924906776
MATHNET-0dqz,Algebra | Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization | Equations and Inequalities,"Coloring schemes, extremal arguments | Induction / smoothing | Invariants / monovariants | Jensen / smoothing | Prime numbers",proof and answer,0.7971322357939459,0.8803418803418803,0.8804483188044833,0.7545592705167175,0.9002976190476191,0.8061603823685608,0.8461538461538461,0.918918918918919,0.8428378552140928
MATHNET-09k0,Geometry,Plane Geometry,"Miscellaneous > Angle chasing | Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Transformations > Homothety",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-04qz,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Diophantine Equations | Divisibility / Factorization,"Invariants / monovariants | Sequences and Series > Sums and products | Greatest common divisors (gcd) | Pell's equations | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.8332448220924057,0.8402777777777778,0.9034869240348692,0.8882978723404256,0.9002976190476191,0.6016994158258099,0.8461538461538461,0.918918918918919,0.8413269898418415
MATHNET-0a7h,Algebra,Algebraic Expressions,"Polynomials > Irreducibility: Rational Root Theorem, Gauss's Lemma, Eisenstein",proof only,0.633563462559745,0.6383547008547008,0.34993773349937735,0.8366261398176291,0.6845238095238095,0.32713754646840143,1.0,0.8108108108108109,0.5876301915905877
MATHNET-08pm,Algebra,Equations and Inequalities,Jensen / smoothing | Linear and quadratic inequalities,proof only,0.7450876261285183,0.6752136752136753,0.6587795765877957,0.7545592705167175,0.8415178571428571,0.32713754646840143,1.0,0.8108108108108109,0.6882152500964384
MATHNET-0l7k,Algebra,Algebraic Expressions,Functional Equations > Injectivity / surjectivity | Functional Equations > Existential quantifiers,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-00l0,Geometry,Plane Geometry,"Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof only,0.38980350504514066,0.49198717948717957,0.6587795765877957,0.0,0.6845238095238095,0.1486988847583643,1.0,0.8918918918918919,0.44011186832969
MATHNET-03bc,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Analytic / Coordinate Methods > Trigonometry,proof only,0.2963356346255974,0.6116452991452992,0.34993773349937735,0.0,0.0,0.1486988847583643,1.0,0.8918918918918919,0.3161566156615662
MATHNET-00nb,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Sequences and Series > Sums and products | Simple Equations,proof and answer,0.6096654275092935,0.6260683760683762,0.5292652552926526,0.6109422492401216,0.552827380952381,0.7594264471587892,0.8461538461538461,0.8108108108108109,0.6225408255111227
MATHNET-092p,Algebra,Algebraic Expressions,Functional Equations | Functional Equations > Injectivity / surjectivity,proof and answer,0.8937865108868827,0.9508547008547009,0.9371108343711084,0.6109422492401216,0.783482142857143,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.8017873215893021
MATHNET-0l0y,Algebra,Algebraic Expressions | Intermediate Algebra,Polynomials > Vieta's formulas | Complex numbers,final answer only,0.7472118959107807,0.7179487179487178,0.5292652552926526,0.0,0.0,0.1486988847583643,0.3076923076923077,0.8108108108108109,0.45068792593545065
MATHNET-03us,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.3090812533191715,0.4551282051282052,0.34993773349937735,0.0,0.6845238095238095,0.32713754646840143,0.8461538461538461,1.0,0.36787964510736787
MATHNET-07x2,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,Invariants / monovariants | Greatest common divisors (gcd),proof and answer,0.859798194370685,0.8157051282051282,0.8804483188044833,0.7545592705167175,0.8415178571428571,0.6016994158258099,0.8461538461538461,0.972972972972973,0.8177960653208179
MATHNET-0bal,Calculus,Differential Calculus,Derivatives | Applications,proof only,0.5985130111524163,0.4551282051282052,0.34993773349937735,0.7545592705167175,0.6845238095238095,0.6919808815719597,1.0,0.6756756756756757,0.5766040889803267
MATHNET-032t,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.43653744025491237,0.33653846153846156,0.6587795765877957,0.0,0.6845238095238095,0.4843335103558152,0.8461538461538461,1.0,0.4601388710299601
MATHNET-0kx0,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Transformations > Inversion | Analytic / Coordinate Methods > Complex numbers in geometry | Miscellaneous > Angle chasing",proof only,0.9861922464152948,0.982905982905983,0.9937733499377335,0.9703647416413373,0.6845238095238095,0.9883165161975571,1.0,0.8918918918918919,0.9671145685997172
MATHNET-0h8n,Geometry,Plane Geometry,Miscellaneous > Constructions and loci | Miscellaneous > Angle chasing | Triangles,proof only,0.1311736590546999,0.20566239316239318,0.34993773349937735,0.0,0.0,0.4843335103558152,1.0,0.8918918918918919,0.24350649350649348
MATHNET-000s,Discrete Mathematics | Number Theory,Combinatorics | Diophantine Equations,"Invariants / monovariants | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.972972972972973,0.039218207535039185
MATHNET-07oo,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Polynomials > Polynomial operations | Integers,proof only,0.13754646840148696,0.17254273504273504,0.34993773349937735,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.19650893660794647
MATHNET-05z2,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,Pigeonhole principle,proof only,0.6856080722251725,0.8215811965811965,0.0,0.0,0.0,0.7594264471587892,1.0,0.972972972972973,0.45190947666195186
MATHNET-0drf,Algebra | Number Theory,Algebraic Expressions | Other,Sequences and Series > Sums and products,proof and answer,0.4131704726500265,0.2676282051282051,0.8188044831880449,0.0,0.552827380952381,0.32713754646840143,0.8461538461538461,0.8783783783783784,0.44178346406069186
MATHNET-0553,Discrete Mathematics,Combinatorics,"Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.5177907594264471,0.20566239316239318,0.6587795765877957,0.6109422492401216,0.0,0.6016994158258099,0.8461538461538461,1.0,0.48878102095923887
MATHNET-0gy1,Precalculus,Functions | Trigonometric functions,,proof and answer,0.2713754646840148,0.2884615384615385,0.34993773349937735,0.6109422492401216,0.6845238095238095,0.32713754646840143,0.8461538461538461,0.5405405405405406,0.39526809823839537
MATHNET-0c4x,Algebra,Linear Algebra,Matrices | Linear transformations,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-060t,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,"Coloring schemes, extremal arguments | Induction / smoothing | Inverses mod n",proof only,0.8513011152416357,0.9139957264957265,0.0,0.0,0.0,0.9405204460966543,1.0,0.972972972972973,0.5306352063777806
MATHNET-04yn,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Induction / smoothing | Miscellaneous > Constructions and loci,proof only,0.736590546999469,0.560363247863248,0.34993773349937735,0.6109422492401216,0.783482142857143,0.6919808815719597,1.0,0.9459459459459459,0.625787578757876
MATHNET-014t,Number Theory,Other,,proof and answer,0.11099309612320764,0.17254273504273504,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,0.9459459459459459,0.15523338048090526
MATHNET-0hs2,Algebra,Algebraic Expressions | Equations and Inequalities,QM-AM-GM-HM / Power Mean | Polynomials > Polynomial operations,proof and answer,0.2915560276155072,0.31143162393162394,0.34993773349937735,0.8882978723404256,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.3867815352963868
MATHNET-02x1,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Simple Equations | Quadratic functions,proof and answer,0.12533191715347847,0.21901709401709404,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.14485019930564483
MATHNET-0dil,Geometry,Plane Geometry,"Triangles > Triangle trigonometry | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",proof only,0.6006372809346786,0.6917735042735044,0.8188044831880449,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.5559663109168062
MATHNET-09ti,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Invariants / monovariants",proof and answer,0.8459904407859798,0.20566239316239318,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,1.0,0.3404590459045904
MATHNET-07xw,Algebra,Algebraic Expressions | Intermediate Algebra,Polynomials > Symmetric functions | Quadratic functions,proof and answer,0.5029208709506107,0.5966880341880343,0.34993773349937735,0.0,0.552827380952381,0.6919808815719597,0.8461538461538461,0.8108108108108109,0.46865758004371877
MATHNET-0kjw,Number Theory,Divisibility / Factorization,Least common multiples (lcm),MCQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459459459459459,0.0032146071750032146
MATHNET-0jog,Number Theory,Divisibility / Factorization | Modular Arithmetic,Greatest common divisors (gcd),proof and answer,0.772703133297929,0.8338675213675214,0.8188044831880449,0.8366261398176291,0.9501488095238098,0.6016994158258099,0.8461538461538461,0.9459459459459459,0.8064163559213067
MATHNET-0buy,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Number-Theoretic Functions | Prealgebra / Basic Algebra,τ (number of divisors) | Factorization techniques | Polynomials > Polynomial operations | Integers,proof and answer,0.40254912373871476,0.4738247863247863,0.0,0.0,0.0,0.7594264471587892,0.8461538461538461,0.8783783783783784,0.3119133341905619
MATHNET-07k2,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Miscellaneous > Angle chasing",proof only,0.6797663303239511,0.7692307692307693,0.8549190535491905,0.7545592705167175,0.552827380952381,0.32713754646840143,1.0,0.8918918918918919,0.706859971711457
MATHNET-0i3q,Geometry,Plane Geometry,Quadrilaterals > Inscribed/circumscribed quadrilaterals | Circles > Tangents | Miscellaneous > Distance chasing,proof and answer,0.13542219861922464,0.3888888888888889,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8918918918918919,0.17988941751317988
MATHNET-087w,Geometry,Solid Geometry,Surface Area | 3D Shapes,MCQ,0.11205523101433883,0.07158119658119658,0.0,0.0,0.0,0.32713754646840143,0.0,0.8918918918918919,0.08158673010158163
MATHNET-0eyj,Discrete Mathematics,Graph Theory,Euler characteristic: V-E+F,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.039861128970039884
MATHNET-0bpv,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-0ikl,Geometry,Plane Geometry,"Triangles > Triangle trigonometry | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Distance chasing",proof and answer,0.25862984599044075,0.10523504273504274,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8918918918918919,0.1369101195833869
MATHNET-041i,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Sequences and Series > Recurrence relations | Sequences and Series > Sums and products | Factorization techniques,proof only,0.5262878385554965,0.3888888888888889,0.34993773349937735,0.7545592705167175,0.0,0.1486988847583643,1.0,0.8783783783783784,0.4270605631991772
MATHNET-04yy,Number Theory,Divisibility / Factorization,Greatest common divisors (gcd) | Factorization techniques,proof only,0.27562400424853956,0.5096153846153847,0.7540473225404732,0.0,0.552827380952381,0.1486988847583643,1.0,0.9459459459459459,0.42522823710942537
MATHNET-0bxl,Geometry,Plane Geometry,Circles > Tangents | Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,proof only,0.3074880509824747,0.31143162393162394,0.6587795765877957,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.3832776134756333
MATHNET-0ihr,Discrete Mathematics,Combinatorics,Inclusion-exclusion,proof and answer,0.10143388210302709,0.11591880341880342,0.0,0.6109422492401216,0.0,0.32713754646840143,0.8461538461538461,1.0,0.20248810595345249
MATHNET-07n6,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,"Recursion, bijection | Sequences and Series > Recurrence relations | Induction / smoothing | Games / greedy algorithms",proof only,0.7716409984067977,0.6842948717948718,0.7540473225404732,0.0,0.783482142857143,0.32713754646840143,1.0,0.9054054054054054,0.6174296001028674
MATHNET-09i8,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,"Simple Equations | Techniques: modulo, size analysis, order analysis, inequalities",final answer only,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.8783783783783784,0.014465732287514467
MATHNET-07gp,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Circles > Tangents | Circles > Radical axis theorem | Transformations > Rotation | QM-AM-GM-HM / Power Mean,proof only,0.3250132766861391,0.4738247863247863,0.5292652552926526,0.6109422492401216,0.0,0.4843335103558152,1.0,0.8513513513513513,0.45245595988170245
MATHNET-0apw,Algebra,Algebraic Expressions,Sequences and Series,final answer only,0.2257036643653744,0.2884615384615385,0.5292652552926526,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8108108108108109,0.2684839912562685
MATHNET-0csu,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization | Modular Arithmetic,Games / greedy algorithms,proof and answer,0.7790759426447159,0.8637820512820513,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,0.972972972972973,0.4566349492092067
MATHNET-0em4,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,"Recursion, bijection | Counting two ways | Sequences and Series > Sums and products",final answer only,0.2559745087626128,0.17254273504273504,0.34993773349937735,0.0,0.0,0.1486988847583643,0.3076923076923077,0.9054054054054054,0.19850199305644847
MATHNET-0847,Discrete Mathematics | Number Theory,Combinatorics | Modular Arithmetic,Pigeonhole principle,MCQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.003857528610003821
MATHNET-01uc,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean,proof only,0.6505576208178439,0.5966880341880343,0.5292652552926526,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.4343255754146844
MATHNET-0hfw,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",proof only,0.1476367498672331,0.24145299145299148,0.34993773349937735,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.23492349234923493
MATHNET-0fhq,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,Greatest common divisors (gcd) | Pigeonhole principle,proof only,0.4625597450876261,0.4738247863247863,0.0,0.0,0.0,0.32713754646840143,1.0,0.972972972972973,0.28278899318503276
MATHNET-003m,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,"Coloring schemes, extremal arguments | Combinatorial optimization",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.9054054054054054,0.03761090394753758
MATHNET-0bd7,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Intermediate Algebra | Modular Arithmetic,Polynomials > Roots of unity | Polynomials mod p | Algebraic properties of binomial coefficients | Complex numbers | Polynomials > Polynomial operations,proof only,0.6356877323420074,0.6623931623931625,0.5292652552926526,0.0,0.8415178571428571,0.4843335103558152,1.0,0.918918918918919,0.5585058505850587
MATHNET-08ek,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations | Sequences and Series > Floors and ceilings,proof only,0.8428040361125864,0.7825854700854701,0.0,0.0,0.0,0.6919808815719597,1.0,0.8108108108108109,0.470907805066221
MATHNET-06tf,Discrete Mathematics | Number Theory,Combinatorics | Other,Counting two ways,proof only,0.9904407859798193,0.9871794871794871,0.9962640099626401,0.9984802431610943,0.8415178571428571,0.9968135953266065,1.0,0.972972972972973,0.9895203806094895
MATHNET-0d7d,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Polynomials > Polynomial operations,proof and answer,0.13011152416356878,0.10523504273504274,0.0,0.6109422492401216,0.0,0.1486988847583643,0.8461538461538461,0.8783783783783784,0.183007586472933
MATHNET-020b,Number Theory,Divisibility / Factorization,Prime numbers | Factorization techniques,proof and answer,0.7503983005841742,0.8931623931623932,0.9489414694894147,0.7545592705167175,0.9665178571428571,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.7963546354635467
MATHNET-0fti,Geometry,Plane Geometry,Transformations > Rotation | Miscellaneous > Constructions and loci,proof only,0.168348380244291,0.15224358974358973,0.0,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.15156872830140156
MATHNET-04p0,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Sequences and Series > Floors and ceilings | Polynomials > Polynomial operations | Integers,proof and answer,0.21826872012745616,0.24145299145299148,0.5292652552926526,0.7545592705167175,0.8415178571428571,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.42757490034717754
MATHNET-0fw2,Discrete Mathematics | Geometry,Combinatorics | Solid Geometry,"Coloring schemes, extremal arguments | 3D Shapes",proof only,0.2039298990971853,0.0,0.0,0.0,0.0,0.32713754646840143,1.0,0.9459459459459459,0.13398482705413398
MATHNET-0a7l,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing,proof and answer,0.5586829527349974,0.6260683760683762,0.34993773349937735,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8918918918918919,0.3758518709013759
MATHNET-0ko4,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Quadratic functions | Integers,proof and answer,0.11417950079660116,0.21901709401709404,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.21441429857271443
MATHNET-0irf,Algebra,Intermediate Algebra,Exponential functions,proof and answer,0.09346787041954328,0.09455128205128205,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.11466503793236468
MATHNET-0e08,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Sequences and Series > Sums and products | Simple Equations,proof and answer,0.1396707381837493,0.24145299145299148,0.34993773349937735,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.203034589173203
MATHNET-0fxg,Discrete Mathematics,Combinatorics,"Recursion, bijection | Counting two ways",proof and answer,0.4322889006903876,0.17254273504273504,0.0,0.0,0.0,0.6016994158258099,0.8461538461538461,1.0,0.24852128069949858
MATHNET-01bf,Discrete Mathematics,Combinatorics,Games / greedy algorithms,proof and answer,0.5501858736059478,0.6501068376068376,0.5292652552926526,0.7545592705167175,0.9278273809523812,0.6016994158258099,0.8461538461538461,1.0,0.6485148514851485
MATHNET-06ct,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof and answer,0.2894317578332448,0.4150641025641026,0.7540473225404732,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8918918918918919,0.35601774463160607
MATHNET-0jfo,Discrete Mathematics,Combinatorics,Games / greedy algorithms,proof and answer,0.1800318640467339,0.08173076923076925,0.5292652552926526,0.0,0.552827380952381,0.4843335103558152,0.8461538461538461,1.0,0.3139063906390639
MATHNET-0041,Geometry,Plane Geometry,"Circles > Tangents | Advanced Configurations > Polar triangles, harmonic conjugates",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8918918918918919,0.03728944323003732
MATHNET-0f6k,Algebra | Number Theory,Equations and Inequalities | Other | Prealgebra / Basic Algebra,Cauchy-Schwarz | Integers,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8783783783783784,0.0433971968625434
MATHNET-0eak,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Combinatorial Geometry > Convex hulls | Pigeonhole principle | Coloring schemes, extremal arguments",proof and answer,0.6468401486988847,0.6260683760683762,0.34993773349937735,0.8366261398176291,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.9459459459459459,0.6044425871158545
MATHNET-0bw4,Algebra,Equations and Inequalities,Jensen / smoothing | QM-AM-GM-HM / Power Mean | Linear and quadratic inequalities,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-0cmw,Discrete Mathematics,Combinatorics | Graph Theory,"Coloring schemes, extremal arguments",proof only,0.3621879978757302,0.4551282051282052,0.0,0.0,0.0,0.32713754646840143,1.0,1.0,0.2557541468432558
MATHNET-0j0k,Discrete Mathematics,Combinatorics | Graph Theory,Counting two ways,proof and answer,0.20711630377057885,0.21901709401709404,0.34993773349937735,0.6109422492401216,0.0,0.7594264471587892,0.8461538461538461,1.0,0.3712871287128713
